,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BRAND,TYPE MODEL,CC,TRANS,FUEL,TANK CAPT,GVW (Kg),GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD,ORIGIN COUNTRY
,Lexus  UX 200,1998,AT,G,72,2500,-,-,235 / 4400,2790,4890X1895X1690,4,4X2,FR,0,4,4,CBU,Japan
,Lexus  UX 250h,1998,AT,G,72,2500,-,-,235 / 4400,2790,4890X1895X1690,4,4X2,FR,0,4,4,CBU,Japan
,LEXUS UX 300e,-,AT,EV,-,-,-,-,-,-,-,4,4X2,FR,0,4,4,CBU,Japan
MAZDA,CX-3 2.0 Touring,1998,AT,G,48,-,-,215/50R18,148,2570,4275 x  1765 x  1535,5,4X2,FF,-,5,4,CBU,Japan
,CX-3 2.0 Grand Touring,1998,AT,G,48,-,-,215/50R18,148,2570,4275 x  1765 x  1535,5,4X2,FF,-,5,4,CBU,Japan
,All New  CX-5 Elite,2488,AT,G,56,-,-,225/55R19,190,2700,4550 x  1840 x  1680,5,4X2,FF,-,5,4,CBU,Japan
,All New  CX-5 Elite IPM #2,2488,AT,G,56,-,0,225/55R19,190,2700,4550 x  1840 x  1680,5,4X2,FF,0,5,4,CBU,Malaysia
,All New  CX-5 GT IPM #2,2488,AT,G,56,-,4325,225/55R19,187,2700,4540 x  1840 x  1710,5,4X2,FF,-,5,4,CBU,Malaysia
,All New  CX-5 Elite IPM #2,2488,AT,G,56,-,-,225/55R19,190,2700,4550 x  1840 x  1680,5,4X2,FF,-,5,4,CBU,Malaysia
,CX - 30 Touring,1998,AT,G,51,-,0,215/55R18,155,2655,4395 x  1795 x  1540,5,4X2,FF,0,5,4,CBU,Japan
,CX - 30 GT,1998,AT,G,51,-,0,215/55R18,155,2655,4395 x  1795 x  1540,5,4X2,FF,0,5,4,CBU,Japan
,CX - 3 Sport,1998,AT,G,48,-,0,215/50R18,149,2570,4275 x  1765 x  1535,5,4X2,FF,0,5,4,CBU,Japan
,CX  - 3 Pro,1998,AT,G,48,-,0,215/50R18,149,2570,4275 x  1765 x  1535,5,4X2,FF,0,5,4,CBU,Japan
,All-new  CX-9 MY18,2488,AT,G,72,-,-,255/50R20,231,2930,5075 x  1969 x  1747,7,4X2,FF,-,5,4,CBU,Japan
,CX-8 Touring,2488,AT,G,72,-,-,255/50R20,231,2930,5075 x  1969 x  1747,7,4X2,FF,-,5,4,CBU,Malaysia
,CX-8 Elite,2488,AT,G,72,-,-,255/50R20,231,2930,5075 x  1969 x  1747,7,4X2,FF,-,5,4,CBU,Malaysia
,All New  Mazda 3 Hatchback,1998,AT,G,51,-,-,215/45R18,155,2725,"4,460 x  1,795 x  1,435",5,4X2,FF,-,5,4,CBU,Japan
,Mazda 6 Estate Elite,2488,AT,G,62,-,-,225/45R19,192,2750,"4,800 x  1,840 x  1,480",5,4X2,FF,-,5,4,CBU,Japan
,Mazda 5,1997,AT,G,60,-,-,205/55R16,151,2750,"4,585 x  1,750 x  1,615",7,4X2,FF,-,5,4,CBU,Japan
MERCEDES-BENZ - PC,A  35 4 Matic  (W177)*,2000,-,G,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-
,GLA  200 Urban,1595,AT,G,50,1940,7,235/45 R19,156,2699,"4,424 x  2,022 x  1,494",5,4X2,FR,-,5,4,CBU,-
,GLA  200 AMG,1595,AT,G,50,1940,7,235/45 R19,156,2699,"4,443 x  2,022 x  1,483",5,4X2,FR,-,5,4,CBU,-
,GLC 200 AMG,1991,AT,G,66,2360,9,255/45 R20,184,2873,"4,656 x  2,096 x  1,639",5,4X2,FR,-,5,4,CKD,-
,GLC 200 AMG ( FL ),1991,AT,G,66,2360,9,255/45 R20,184,2873,"4,656 x  2,096 x  1,639",5,4X2,FR,-,5,4,CKD,-
,GLC 200 Exclusive,1991,AT,G,66,2360,9,235/60 R18,184,2873,"4,656 x  2,096 x  1,639",5,4X2,FR,-,5,4,CKD,-
,VITO,2148,AT,D,-,2940,-,-,-,-,-,-,-,-,-,5,-,CBU,Spain
MINI,Cooper S,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK
,JCW,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,JCW,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK
,JCW GP,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK
,Cooper S 5-Door,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,4,4,CBU,UK
,Cooper S Clubman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,Cooper S Clubman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,Cooper S Clubman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,JCW Clubman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,Cooper S Countryman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA
,JCW Clubman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,UK
,Cooper S Cabrio / convertible,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,Cooper S Cabrio / convertible,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,JCW Cabrio / convertible,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,2,4,CBU,UK
,Cooper S Countryman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,3,4,CBU,UK
,JCW Countryman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,JCW Countryman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,JCW Paceman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,UK
,Cooper S Countryman,1998,AT,G,40,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA
MITSUBISHI MOTORS,Outlander SPORT 2.0L PX AT Action,1998,AT,G,63,1970,6120,"17 X 6,5J",150,2670,4295 X  1770 X 1625,5,4X2,FF,-,4,4,CKD,INA
,Outlander SPORT 2.0L PX AT,1998,AT,G,63,1970,6120,"17 X 6,5J",150,2670,4295 X  1770 X 1625,5,4X2,FF,-,4,4,CKD,INA
,Outlander SPORT 2.0L GLS AT,1998,AT,G,63,1970,6120,"18 X 6,5J",150,2670,4296 X  1770 X 1625,5,4X2,FF,-,4,4,CKD,INA
,Outlander SPORT 2.0L GLX MT,1998,MT,G,63,1970,6120,"19 X 6,5J",150,2670,4297 X  1770 X 1625,5,4X2,FF,-,4,4,CKD,INA
,Pajero Sport 2.4L DAKAR (4x2) 8AT,2442,AT,D,68,2600,3692,265/60 R18,181,2800,4785 X 1815 X 1805,7,4X2,FR,-,4,4,CKD,INA
,Pajero Sport 2.4L DAKAR Utimate (4x2) 8AT,2442,AT,D,68,2600,3692,265/60 R18,181,2800,4785 X 1815 X 1805,7,4X2,FR,-,4,4,CKD,INA
,Pajero Sport 2.5 E HP (4X2) 5 AT - DAKAR,2477,AT,D,70,2650,3917,265/65 R17,178,2800,4695 X 1815 X 1840,7,4X2,FR,-,4,4,CBU,Thailand
,Pajero Sport 2.5 L EXCEED (4X2) 5AT,2477,AT,D,70,2650,3917,265/60 R16,136,2800,4785 X 1815 X 1800,7,4X2,FR,-,4,4,CKD,INA
,Pajero Sport 2.5 L EXCEED (4X2) 5MT,2477,MT,D,70,2650,4100,265/65 R17,136,2800,4697 X 1815 X 1840,7,4X2,FR,-,4,4,CBU,Thailand
NISSAN,All New  Serena Highw ay  Star 2.0 AT,1998,AT,G,-,1965,-,-,-,-,-,-,4X2,-,-,5,4,CBU,Japan
,All New  Serena X AT,1998,AT,G,60,1965,-,195/60/R16,"147 / 5,600",2860,"4,770 x  1,735 x  1,865",-,4X2,-,-,5,4,CKD,Japan
,X-Trail 2.5 Upper CVT,2488,CVT,G,-,1820,-,-,-,-,-,-,4X2,-,-,5,4,CBU,Japan
,New  X-Trail 2.5 CVT 2014,2500,CVT,G,65,1820,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA
,Terra 2.5 MT,2488,MT,G,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,-
,Terra E 2.5 AT,2488,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,-
,Terra VL 2.5 AT 4x2,2488,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,-
PEUGEOT,New  5008 AT,1598,AT,G,0,0,6,225/55/ R18,165,2840,4.641 x  1.844 x  1.646,7,4X2,FF,6,5,4,CBU,Perancis
,New  5008 AT Allure,1598,AT,G,60,1459,6,215/50 R17,156,2727,4.529 x  2.118 x  1.644,7,4X2,FF,-,5,4,CBU,Malaysia
,New  3008 AT,1598,AT,G,60,1459,6,225/50 R17,163,2613,4.365 x  1.836 x  1.639,5,4X2,FF,-,5,4,CBU,Perancis
,New  3008 AT Allure,1598,AT,G,60,1459,6,225/50 R17,163,2613,4.365 x  1.836 x  1.639,5,4X2,FF,-,5,4,CBU,Malaysia
RENAULT,Koleos  Signature,2500,AT,G,60,2100,-,225/60 R 18,170,2705,4672 x  1843 x  1673,5,4X2,FF,200,5,4,CBU,-
,Koleos  Luxury,2500,AT,G,60,2100,-,225/60 R 18,170,2705,4672 x  1843 x  1673,5,4X2,FF,200,5,4,CBU,-
TOYOTA,All New  Kijang Inova G 2015,1998,MT,G,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Inova G AT 2015,1998,AT,G,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova G AT D 2015,2494,AT,D,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova G AT D TRD,2494,AT,D,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova G D 2015,2494,MT,D,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Inova G D TRD,2494,MT,D,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Inova Q 2015,1998,MT,G,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Inova Q AT 2015,1998,AT,G,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova V  2015,1998,MT,G,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Inova V  AT 2015,1998,AT,G,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova V  AT D 2015,2494,AT,D,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova V  AT D TRD,2494,AT,D,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova V   D 2015,2494,MT,D,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Inova V   D TDR,2494,MT,D,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Inova Venturer,1998,MT,G,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova Venturer AT,1998,AT,G,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova Venturer AT D,2494,AT,D,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Inova Venturer D,2494,MT,D,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Innova G Mi 2020,1998,MT,G,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Innova G Luxury  Mi 2020,1998,MT,G,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Innova G A/T Mi 2020,1998,AT,G,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Innova G A/T Luxury  Mi 2020,1998,AT,G,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Innova G DSL Mi 2020,2494,AT,D,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Innova G A/T DSL Mi 2020,2494,AT,D,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Innova V  Mi 2020,1998,MT,G,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Innova V  Luxury  Mi 2020,1998,MT,G,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Innova V  A/T Mi 2020,1998,AT,G,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Innova V  A/T Luxury  Mi 2020,1998,AT,G,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Innova V  DSL Mi 2020,2494,AT,D,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Innova V  A/T DSL Mi 2020,2494,AT,D,55,1640,-,205/65 R15,136 / 5600,2750,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA
,All New  Kijang Innova Venturer Mi 2020,1998,MT,G,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Innova Venturer A/T Mi 2020,1998,AT,G,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Innova Venturer DSL Mi 2020,2494,MT,D,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,All New  Kijang Innova Venturer A/T DSL Mi 2020,2494,AT,D,55,1640,-,205/65 R15,102 / 3600,2750,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA
,Voxy  2.0 AT,2000,AT,G,60,2205,-,205/60 R16,158 / 6200,-,4600X1695X1850,7,4X2,FF,-,5,4,CKD,Japan
,"Alphard 2,5 G",2500,AT,G,65,1905,5791,215/60/R17,170 / 6000,2950,4870X1830X1905,7,4X2,FF,-,5,4,CBU,Japan
,Alphard 2.5 X,2500,AT,G,65,1905,5791,215/60/R17,170 / 6000,2950,4870X1830X1905,7,4X2,FF,-,5,4,CBU,Japan
,"Alphard 2,5 Hybrid",2494,AT,HYBRID,65,1905,5791,215/60/R17,170 / 6000,2950,4870X1830X1905,7,4X2,FF,5,5,4,CBU,Japan
,Vellflre 2.5,2500,AT,G,65,1905,5791,215/60/R17,170 / 6000,2950,4870X1830X1905,7,4X2,FF,-,5,4,CBU,Japan
,Fortuner VRZ 2.4 TRD AT D,2393,AT,D,80,-,4555,265 / 60 R18,163 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,C-HR 1.8 A/T,1798,AT,G,50,-,-,215 / 60 R17,141 / 6400,2640,4360x1795x1565,5,4X2,FF,7,5,4,CBU,Thailand
,C-HR 1.8 A/T Dual Tone,1798,AT,G,50,-,-,215 / 60 R17,141 / 6400,2640,4360x1795x1565,5,4X2,FF,7,5,4,CBU,Thailand
,C-HR 1.8 A/T Hybrid,1798,AT,HYBRID,50,-,0,215 / 60 R17,141 / 6400,2640,4360x1795x1565,5,4X2,FF,7,5,4,CBU,Thailand
,Corolla Cross  1.8 A/T,1798,AT,G,50,-,-,215 / 60 R17,141 / 6400,2640,4360x1795x1565,5,4X2,FF,7,5,4,CBU,Thailand
,Corolla Cross  1.8 A/T Hybrid,1798,AT,HYBRID,50,-,0,215 / 60 R17,141 / 6400,2640,4360x1795x1565,5,4X2,FF,7,5,4,CBU,Thailand
,COMS EV,0,AT,EV,50,-,-,215 / 60 R17,141 / 6400,2640,4360x1795x1565,5,4X2,FF,7,5,4,CBU,Japan
,Fortuner G 2.4 DSL FMC 2015 AT,2494,AT,D,80,-,4100,265 / 65 R17,149.3 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,Fortuner VRZ 2.4 DSL FMC 2015   AT,2494,AT,D,80,-,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,Fortuner G 2.4   DSL FMC  2015 AT,2494,MT,D,80,-,4100,265 / 65 R17,149.3 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,Fortuner G 2.4 DSL A/T Mi 2020,2393,AT,D,80,0,4.100,265 / 65 R17,149.3 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,Fortuner VRZ 2.4 DSL A/T Mi 2020,2393,AT,D,80,0,4.100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,Fortuner G 2.4 DSL Mi 2020,2393,MT,D,80,0,4.100,265 / 65 R17,149.3 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,Fortuner VRZ 2.4 TRD A/T DSL Mi 2020,2393,AT,D,80,0,4.555,265 / 60 R18,163 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,HI-ACE Commuter HI Grade,2500,MT,G,70,2145,-,195/R15,102 / 3600,3110,5380X1880X2285,16,4X2,FR,-,2,5,CBU,Japan
VOLKSWAGEN,Multivan 2.0 LWB TSI AT,1968,AT,G,-,-,-,-,-,-,-,7,4X2,FF,-,5,4,CBU,Germany
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BMW,1Y72 M135I,3000,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,4,4,CBU,Germany
TOYOTA,Fortuner SRZ 2.7 TRD AT,2694,AT,G,80,-,4555,265 / 60 R18,163 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,Fortuner 2.7 FMC 2015 AT,2694,AT,G,80,-,4100,265 / 60 R18,163 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,Fortuner 2.7 TRD SPORTIVO LUX 4X2 A/T,2694,AT,G,65,2450,0,-,"160.4 / 5,200",2750,4705X1840X1850,7,4X2,FR,5,5,4,CKD,INA
,Fortuner SRZ 2.7 A/T Mi 2020,2694,AT,G,80,0,4.555,265 / 60 R18,163 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,Fortuner SRZ 2.7 A/T TRD Mi 2020 Mi 2020,2694,AT,G,80,0,4.555,265 / 60 R18,163 / 3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA
,HI-ACE 2.8,2800,MT,D,70,2145,-,195/R15,102 / 3600,3110,5380X1880X2285,16,4X2,FR,5,4,4,CBU,Thailand
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
KIA,Grand Sedona,3342,AT,G,80,3050,3195,235/60 R18,270/6400,3060,5115 x  1985 x  1740,11,4X2,FF,6,5,4,CBU,Korea
LEXUS,Lexus  GS450 Hybrid,3500,AT,HYBRID,50,1900,-,-,-,-,4843X1838X1455,4,4X2,FR,0,4,4,CBU,Japan
,LM 350,4969,AT,G,66,2870,-,-,471 / 7100,2730,4770X1920X1345,2,4X2,FR,-,2,4,CBU,Japan
,Lexus  CT 200 Hybrid,3500,AT,HYBRID,50,1900,-,-,-,-,4843X1838X1455,4,4X2,FR,0,4,4,CBU,Japan
MERCEDES-BENZ - PC,V  260,3498,AT,G,-,2940,-,-,-,-,-,-,-,-,-,5,-,CBU,Spain
TOYOTA,"Alphard 3,5",3500,AT,G,65,1905,5791,215/60/R17,170 / 6000,2950,4870X1830X1905,7,4X2,FF,-,5,4,CBU,Japan
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BRAND,MODEL/TYPE,CC,TRANS,FUEL,TANK CAPT,GVW (Kg),GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD,ORIGIN COUNTRY
AUDI,Q3 1.4 TFSI A/T,1400,AT,G,64,-,-,-,-,-,-,5,4X4,4WD,250,4,4,CBU,Germany
SUZUKI,Jimny  AT,1328,AT,G,51,1650,-,195/55 R15,110,2250,3695 X 1600 X 1705,5,4X4,4WD,-,3,4,CBU,Japan
,New  Jimny  MT,1462,MT,G,40,1435,4090,195/80 R15,102,2250,3625 X 1645 X 1720,4,4X4,4WD,0,4,4,CBU,Japan
,New  Jimny  AT,1462,AT,G,40,1435,4300,195/80 R15,102,2250,3625 X 1645 X 1720,4,4X4,4WD,0,4,4,CBU,Japan
,New  Jimny  2TONE MT,1462,MT,G,40,1435,4090,195/80 R15,102,2250,3625 X 1645 X 1720,4,4X4,4WD,0,4,4,CBU,Japan
,New  Jimny  2TONE AT,1462,AT,G,40,1435,4300,195/80 R15,102,2250,3625 X 1645 X 1720,4,4X4,4WD,0,4,4,CBU,Japan
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AUDI,Q7 3.0 TFSI AT,2995,AT,G,100,2245,4845,265/50/R19,272,3002,5089 x  2002 x  1695,7,4X4,4WD,222,4,4,CBU,Germany
,Q8 3.0 TFSI A/T,2995,AT,G,100,2245,4845,265/50/R19,272,3002,5089 x  2002 x  1695,7,4X4,4WD,222,4,4,CBU,Germany
,Q3 2.0 TFSI,1984,AT,G,64,1640,3765,235/50/R18,211,2603,4385 x  1831 x  1608,5,4X4,4WD,230,4,4,CBU,Germany
,Q5 2.0 TFSI AT,1984,AT,G,75,1845,3692,255/55/R19,225,2807,4629 x  1880 x  1653,5,4X4,4WD,222,4,4,CBU,Germany
BMW,16CV  X3 SDRIVE20I,2000,AT,D,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,-,-
,KR06 X5 XDRIVE35I,3000,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,CBU,Germany
,KR62 X5 XDRIVE 50i,3000,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,CBU,Germany
,TS02 X3 M,2993,AT,G,-,-,-,-,-,-,-,-,-,-,0,0,4,CKD,INA
,KU22 X6 XDRIVE35I,2979,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,CBU,Germany
,UJ32 X4 XDRIVE30I,1998,-,-,-,-,-,-,-,-,-,-,4X4,4WD,-,-,-,CBU,Germany
,UJ02 X4 M,2993,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,-,4,CBU,Germany
,2V12 X4 XDRIVE30I,1998,-,-,-,-,-,-,-,-,-,-,4X4,4WD,-,-,-,CBU,Germany
,76BG X3 SDRIVE20I,2000,AT,D,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,-,-
,CR62 X5 XDRIVE40I,2998,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,-,4,CBU,Germany
,CR66 X5 XDRIVE40I,2998,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,-,4,CKD,INA
,KT02 X5 XDRIVE40E IPERFOR,2000,AT,D,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,CKD,INA
,CR61 X5 XDRIVE40I,2998,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,-,4,CKD,INA
,CW22 X7 XDRIVE40I,2998,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,CBU,Germany
,CY62 X6 XDRIVE40I,2998,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,CBU,Germany
ISUZU,MU-X,2499,MT,D,47,2540,-,-,-,-,-,7,4X4,-,-,5,4,CBU,Thailand
,MU-X,2499,MT,D,47,2540,-,-,-,-,-,7,4X4,-,-,5,4,CBU,Thailand
,MU-X,2499,MT,D,47,2540,-,-,-,-,-,7,4X4,-,-,5,4,CBU,Thailand
MAZDA,CX - 9 AWD,2488,AT,G,74,-,-,255/50R20,231,2930,5075 x  1969 x  1747,7,4X4,4WD,-,5,4,CBU,Japan
MERCEDES-BENZ - PC,GLS 400 AMG,2996,AT,G,100,3250,9,295/40 R21,333,3075,"5,130 x  2,141 x  1,850",7,4X4,4WD,-,5,4,CKD,-
,GLE 450 (V167),2999,AT,G,85,3000,9,"275/45, 315/40 R21",367,2995,"4,924 x  2,157 x  1,795",7,4X4,4WD,-,5,4,CBU,-
,GLS 450 (X167),2996,AT,G,100,3250,9,295/40 R21,333,3075,"5,130 x  2,141 x  1,850",7,4X4,4WD,-,5,4,CBU,-
,GLS 450 (X167),2996,AT,G,100,3250,9,295/40 R21,333,3075,"5,130 x  2,141 x  1,850",7,4X4,4WD,-,5,4,CKD,-
,GLE 450 Coupe 4MATIC AMG Line (C167)*,2996,AT,G,100,3250,9,295/40 R21,333,3075,"5,130 x  2,141 x  1,850",7,4X4,4WD,-,5,4,CBU,-
,AMG GLE 53 Coupe 4MATIC+ (C167)*,2996,AT,G,100,3250,9,295/40 R21,333,3075,"5,130 x  2,141 x  1,850",7,4X4,4WD,-,5,4,CBU,-
,GLC 300 Coupe,1991,AT,G,66,2430,9,"235/55, 255/50 R19",245,2873,"4,729 x  2,096 x  1,586",5,4X4,4WD,-,5,4,CBU,-
,GLE 450 (V167),2999,AT,G,85,3000,9,"275/45, 315/40 R21",367,2995,"4,924 x  2,157 x  1,795",7,4X4,4WD,-,5,4,CBU,-
,GLE 400 Coupe,2996,AT,G,93,2850,9,"275/45, 315/40 R21",333,2915,"4,900 x  2,129 x  1,719",5,4X4,4WD,-,5,4,CBU,-
,GLE 43 Coupe,2996,AT,G,93,2880,9,-,367,2915,"4,891 x  2,129 x  1,719",5,4X4,4WD,-,5,4,CBU,-
MITSUBISHI MOTORS,Pajero Sport 2.4L DAKAR (4x4) 8AT,2442,AT,D,68,2710,3692,265/60 R18,181,2800,4785 X 1815 X 1805,7,4X4,4WD,-,4,4,CKD,INA
